C1,C2,C3,C4,C5,C6,C7,C8,C9,Class
PCI,50.04585408873117,-38.05290361472906,MLR,5.141462464083066,-22.623159182162382,YST,OOR,EAM,1
KYG,50.382834823882845,-38.814862002132756,EKT,4.3931711246661385,-44.37837999876912,BWA,SVZ,UUF,1
UOD,49.01406555465794,-63.45519069122625,EKT,4.789928929323148,-9.885987696930634,BWA,QRH,CYL,1
WZK,49.843191860974535,-45.986657556892474,EKT,4.80024537954093,-13.940042065947248,ETX,PBH,CYL,1
BIPF,-0.35283357001663773,-9.859371153625666,YJCV,0.4768229887148712,13.946382912991924,CZFB,MLTK,OIXK,0
BIPF,0.43677084111793724,-6.686708165769362,QNGA,0.5085272808282397,-16.664792020850786,WDXB,TCYK,LQNP,0
KYG,49.79228327351301,-56.304935270112544,DVR,5.272092419172935,-19.61493780381122,ETX,QRH,TWF,1
UOD,49.711833985153575,-53.527421762061266,EKT,5.5534201259043385,-22.125269254117075,ETX,PBH,UUF,1
UOD,49.834215779455405,-40.469044246403094,DVR,5.082477181152363,-22.053905364366194,YNZ,SVZ,CYL,1
BIPF,0.2247952892900481,3.870462964954161,YJCV,-0.11821056523327242,0.6164109350193819,WDXB,MLTK,OIXK,0
RQQQ,-0.02347136816158212,1.6306839368871278,QNGA,-0.5152204281926429,20.002826751874004,CZFB,TCYK,OIXK,0
UOD,49.638773400044144,-56.83508706195313,XAT,5.17688736140539,-7.163834149900346,BWA,SVZ,CYL,1
PCI,50.45004058039078,-46.45911490454733,MLR,4.587065478853584,-24.453402297189665,XBF,HZP,KFB,1
PCI,49.89619935517319,-36.99177068825085,MDX,4.682318828396969,-20.40336727064424,XBF,RRH,EAM,1
PCI,49.99178769095475,-44.10217063779913,MLR,4.655548069437494,-8.217458334833278,XBF,RRH,CFE,1
KYG,49.83865898880721,-57.552745567797714,XAT,5.111222025552603,8.578029000452045,YNZ,SVZ,UUF,1
RQQQ,-0.05823879442614405,2.9197034216536997,QNGA,0.31391393589416533,3.313710332193989,CZFB,MLTK,OIXK,0
BIPF,-0.09512441132090775,-10.182458109471158,YJCV,-0.1728624452687105,-25.637297459301756,CZFB,TCYK,OIXK,0
RQQQ,-0.416066289560075,0.8440570792026159,QNGA,0.40890538137497406,9.761547447628892,WDXB,TCYK,LQNP,0
RQQQ,-0.16163528634352933,3.3162983596524036,YJCV,0.23506867444927507,12.80897724947952,WDXB,TCYK,OIXK,0
KYG,49.86092048453608,-47.45660762629991,XAT,4.335385273024972,-2.4644217588301984,ETX,PBH,TWF,1
BIPF,0.10605509777178529,-12.343904908440237,QNGA,0.1602566146328495,-6.055954756356395,WDXB,TCYK,LQNP,0
BIPF,-0.30544337559154694,27.23146853518777,QNGA,0.5677970566247774,-8.014964819963375,CZFB,MLTK,OIXK,0
OMX,49.853118005756784,-34.904622193618536,MDX,4.867594125897956,-33.86990143206569,YST,OOR,CFE,1
RQQQ,-0.03938022714713238,16.49750041812718,QNGA,0.10118093643063886,13.960278828058193,WDXB,TCYK,LQNP,0
RQQQ,0.11883082501300365,3.1018721957244306,QNGA,-0.18181183215199767,8.995756681338756,CZFB,TCYK,OIXK,0
UOD,50.21345852777937,-71.16231807551655,EKT,4.941410444346386,-23.650884046186118,ETX,SVZ,TWF,1
UOD,50.00902159748665,-51.5959788316528,XAT,4.570257293691172,-1.460169591627988,BWA,SVZ,CYL,1
QKK,50.22950382613054,-67.77405633888361,MLR,5.679690301286922,-8.065210663662956,XBF,RRH,CFE,1
RQQQ,-0.14155233474446546,-1.539315326746532,QNGA,-0.296622679785671,-13.801094197374189,WDXB,MLTK,LQNP,0
BIPF,-0.045364076641015716,8.989095560551183,YJCV,-0.18026570124672278,-13.284739544614062,CZFB,TCYK,LQNP,0
RQQQ,-0.04043254786248366,-2.895481503924153,YJCV,0.19571210839258016,-6.72061691788413,WDXB,MLTK,OIXK,0
UOD,50.32056906612468,-38.38873735184082,XAT,4.838618428117663,-24.996995069236736,ETX,PBH,CYL,1
BIPF,-0.32354040320026617,-1.250877439663305,QNGA,0.43294337464849364,3.4833278114424977,WDXB,MLTK,OIXK,0
BIPF,0.04064661877393556,-7.731259268115971,QNGA,0.1317078991672915,3.1801805023593803,CZFB,MLTK,OIXK,0
BIPF,0.14463231758092854,2.4144594426159234,QNGA,-0.13515523734867876,-6.462157373706312,CZFB,TCYK,OIXK,0
WZK,49.81331503406367,-45.32204435587425,DVR,5.002298274653817,-18.273415902615987,BWA,PBH,CYL,1
UOD,49.71006853861291,-50.585657630069946,EKT,5.095815652070025,-28.421207818650686,ETX,QRH,CYL,1
BIPF,0.11981706444237487,12.762259546815727,YJCV,-0.08409496294099632,-4.973187576302587,CZFB,MLTK,OIXK,0
KYG,49.9724662072787,-53.59497642526717,DVR,5.214573366325677,-40.29861564848092,YNZ,PBH,TWF,1
BIPF,-0.25665803537754656,-3.060856343278482,QNGA,0.3277309767529627,11.149689854291607,CZFB,TCYK,LQNP,0
RQQQ,-0.09193898934973993,10.574979479383245,QNGA,-0.08416036893139144,-7.091425863276148,WDXB,TCYK,LQNP,0
KYG,50.12821425699247,-51.94238063471505,DVR,4.431427388171986,-2.9164370237839528,YNZ,QRH,UUF,1
KYG,50.06253838948937,-68.64678290993159,XAT,4.669547975913741,-13.483035656507695,BWA,SVZ,UUF,1
KYG,49.69398195951875,-39.14181973331461,XAT,5.414022198403651,-21.13624607402332,BWA,QRH,TWF,1
RQQQ,-0.05119757869183949,-8.55667378316191,YJCV,0.044994655882700976,9.174484009690705,CZFB,TCYK,OIXK,0
PCI,49.96187091741173,-53.522117979942564,MLR,5.224661518883542,-36.350954793148915,YST,RRH,EAM,1
BIPF,0.19780370416885454,7.966181181943194,QNGA,0.8028771795127139,-17.30025628792935,CZFB,MLTK,LQNP,0
WZK,50.17086452171389,-63.664165011355045,DVR,4.889184697880245,-17.711987292175753,ETX,PBH,CYL,1
KYG,49.37212830326211,-52.70258637747952,EKT,5.127056237698404,-17.746124044165697,BWA,SVZ,CYL,1
WZK,50.17026582815853,-54.033058403556154,EKT,4.834565299766411,-21.02321475002762,ETX,PBH,UUF,1
WZK,50.19085229470183,-56.438869242546254,DVR,5.143467230135703,-6.5369418474143774,YNZ,QRH,TWF,1
BIPF,0.2529540622254867,-6.116297278823457,QNGA,-0.4182590825338026,-5.514945630855607,CZFB,MLTK,OIXK,0
BIPF,-0.3752907825379015,13.478094337264215,YJCV,-0.43946908941764423,-5.094943411631779,WDXB,TCYK,LQNP,0
WZK,50.09262658185726,-54.74953218313733,EKT,4.60252033587209,-17.192569168424377,YNZ,QRH,CYL,1
RQQQ,0.41441066160567835,-9.488548648384139,QNGA,-0.029342394763641526,-0.8337915367146675,WDXB,MLTK,LQNP,0
PCI,49.92535240172581,-38.20805687849315,MDX,4.8364782247062585,-29.365186286657476,YST,HZP,EAM,1
KYG,50.103231409382715,-36.8400309765821,XAT,4.7974139551272215,-18.79489136822164,BWA,SVZ,UUF,1
WZK,49.784740698688374,-53.680791322759646,DVR,4.710362166008607,-34.20512126782948,ETX,SVZ,CYL,1
PCI,49.3337245060097,-48.576370756894704,MDX,4.675343825070683,-22.14983411412643,XAB,HZP,EAM,1
BIPF,0.6774795894768201,-5.406850836591849,YJCV,-0.006326493658355881,1.4922914082871968,WDXB,MLTK,LQNP,0
UOD,49.919606966935945,-47.64558745958731,XAT,5.159573292705746,-17.8735964372294,YNZ,QRH,UUF,1
RQQQ,0.11141576274373648,3.489986522593683,QNGA,0.35914997115194275,-2.864358348503438,WDXB,TCYK,LQNP,0
RQQQ,0.17356127042001018,-16.054430706799604,QNGA,0.050324138081943984,-4.359268602505601,CZFB,MLTK,LQNP,0
WZK,49.980385679997426,-46.15144728691494,DVR,5.160760253752457,-12.925586648432347,ETX,QRH,TWF,1
RQQQ,0.33501445686472875,-16.005717795322806,YJCV,0.08151860907066628,-6.015199712060406,CZFB,TCYK,LQNP,0
UOD,49.95620747676965,-52.25220787070322,XAT,4.78980641619088,-27.95017027495243,YNZ,PBH,UUF,1
RQQQ,-0.15543540242407952,2.2895035984482326,YJCV,0.20196633363802766,-11.836704160372884,WDXB,MLTK,LQNP,0
KYG,49.722913353186925,-53.858089327947454,EKT,5.105315047453295,-8.112975490507635,YNZ,PBH,CYL,1
KYG,50.175458341479555,-55.91249575154142,DVR,4.783220607780969,-31.309714640066503,YNZ,PBH,CYL,1
KYG,49.78190791255926,-30.017327921978072,XAT,5.090611522144379,-29.665871176635655,BWA,QRH,CYL,1
BIPF,0.2847823823948996,13.586295980582632,YJCV,-0.1970778011527959,6.616899142537262,WDXB,MLTK,OIXK,0
BIPF,-0.0034614940192111117,2.184489703816734,QNGA,-0.3093278782445129,-10.27416495322526,CZFB,TCYK,LQNP,0
UOD,49.94813697922767,-42.44383236477846,XAT,4.851190621117194,-26.092381352012794,ETX,SVZ,CYL,1
RQQQ,0.2149272588926513,-19.965698781138308,QNGA,0.22603347647754363,-12.508684922584958,WDXB,TCYK,OIXK,0
PCI,49.927673510266295,-60.098467899240326,YEX,5.019346032968565,-24.598020685012735,XBF,OOR,KFB,1
BIPF,0.2294800606861621,-6.8005550151634795,YJCV,0.3378728503047279,25.607997851846438,WDXB,MLTK,OIXK,0
UOD,50.48026467848293,-47.7236194639355,DVR,5.257828985151746,-30.955184860669682,YNZ,PBH,TWF,1
UOD,49.80119691053855,-51.90710199151515,EKT,4.795167496595816,-18.49952015300836,YNZ,QRH,TWF,1
WZK,49.859736275066346,-40.34844224618524,XAT,5.493607368963357,-35.42416070154941,YNZ,SVZ,UUF,1
BIPF,-0.3997324409941496,-4.398578429610909,YJCV,0.10319002842966302,-6.70006235747336,CZFB,MLTK,LQNP,0
WZK,49.88675061893263,-42.60142994919725,DVR,4.972226775065393,-29.044872226070307,YNZ,QRH,TWF,1
OMX,49.967758836107514,-67.28970607436952,MDX,5.015731528501868,-21.221857735143033,XAB,OOR,CFE,1
KYG,49.73571619762969,-47.893194752867316,EKT,4.818892734592053,-6.59573430967961,ETX,PBH,TWF,1
KYG,50.252349223084906,-53.45967884639391,EKT,5.2049480338542855,-28.36539035518705,ETX,SVZ,UUF,1
RQQQ,-0.3713758269701541,-2.2159786345488177,QNGA,0.18625370466880287,-7.000813229446875,WDXB,TCYK,LQNP,0
WZK,49.75944098373715,-58.405192658878505,XAT,5.181493901085404,-12.253462087453181,YNZ,SVZ,TWF,1
BIPF,0.42360325984039726,-0.32597011076511284,YJCV,-0.1896278675685598,18.33913764116744,CZFB,MLTK,OIXK,0
UOD,50.07500698460846,-57.44107804633429,EKT,5.363588018405549,-14.545162858405476,YNZ,QRH,TWF,1
PCI,50.37001505408173,-59.07240015946609,YEX,5.617542078554214,-7.094459838470533,YST,HZP,EAM,1
BIPF,0.03823603402496407,5.953230717734117,YJCV,0.17234133819592876,7.788272595131632,WDXB,TCYK,LQNP,0
PCI,49.540163608807795,-50.97637833095734,YEX,4.7735085803931865,-13.38211907024533,XBF,HZP,EAM,1
RQQQ,0.5034130948944422,4.452257879251467,QNGA,-0.22359531561457133,-1.0177639709330466,WDXB,TCYK,OIXK,0
BIPF,0.1537498734870635,-17.658921053810914,YJCV,0.4961090128854958,14.305245010016714,WDXB,MLTK,LQNP,0
BIPF,0.022447705528052385,-6.486895723481219,QNGA,0.16281864891377362,-3.625364573104048,CZFB,MLTK,OIXK,0
RQQQ,0.025601600697096914,5.139756745014386,QNGA,-0.34289654203170145,-3.932445235680246,CZFB,TCYK,OIXK,0
WZK,49.905096049519315,-57.064114040223984,EKT,5.032252245349759,-10.288068754669146,YNZ,PBH,CYL,1
WZK,50.02757414404327,-42.5308580378036,EKT,5.030132390598684,-25.338223877644026,BWA,QRH,CYL,1
KYG,49.73784490991799,-56.305668259013046,DVR,5.416419931560803,-11.647911114304968,YNZ,QRH,TWF,1
KYG,50.0823564638331,-40.68314958708653,EKT,4.953177002151019,-27.117868707288736,ETX,SVZ,TWF,1
BIPF,0.23057702061937035,-4.224683117652103,YJCV,-0.18160475803588674,8.609923274837497,WDXB,TCYK,LQNP,0
OMX,50.34375404849275,-46.70529915826303,YEX,5.37649712221127,-29.39846439839483,XAB,HZP,KFB,1
BIPF,0.08557462561694304,-3.2142673905081294,YJCV,-0.269750450076047,8.395668868853667,CZFB,TCYK,OIXK,0
PCI,49.79252843262878,-34.3300569007801,YEX,5.321803266043564,-28.437307477708785,XBF,OOR,KFB,1
OMX,50.433067687588135,-43.86367728804328,MLR,5.101643143342432,-39.54068651424628,XBF,OOR,CFE,1
RQQQ,0.06939760771872565,10.587143630817481,QNGA,0.23041485002974266,0.5899605140264534,WDXB,MLTK,LQNP,0
BIPF,0.44127582803575316,1.0870625760973138,QNGA,0.09246777911421578,-4.452066476632389,CZFB,MLTK,LQNP,0
KYG,50.178797960193336,-66.30334524713146,DVR,4.95664242293265,-18.538690786513513,ETX,PBH,TWF,1
OMX,49.60952388126476,-38.33603775227003,MLR,5.676980552270021,-14.405071296955462,YST,OOR,CFE,1
RQQQ,0.03796555256846872,-7.6758892286822,YJCV,-0.16734289285662066,6.496512470571755,WDXB,TCYK,OIXK,0
WZK,49.81638066309554,-67.79361619236494,XAT,4.371544664837788,-18.829362325998833,BWA,PBH,UUF,1
RQQQ,-0.49558318160615694,-8.43396853826471,YJCV,0.3701992360011737,-14.900373167531328, ?,MLTK,LQNP,0
OMX,49.759596303246994,-52.78299812004907,MLR,5.152336968149659,-7.723143972007044,YST,RRH,EAM,1
RQQQ,0.17697047840297936,2.811870904869342,QNGA,-0.06492101080069208,-4.410790676070959,WDXB,MLTK,OIXK,0
UOD,49.22996008461118,-58.15307900811183,DVR,5.037430887485687,-21.146327515799403,ETX,QRH,UUF,1
BIPF,-0.041792496057746646,7.181930440634189,QNGA,-0.0064847831742165475,8.133150536599983,WDXB,TCYK,LQNP,0
OMX,49.815738412562766,-40.04865716440966,MDX,5.210113952000817,-19.130400107456058,YST,OOR,EAM,1
BIPF,-0.492543112889901,-6.039509998489656,YJCV,-0.3398951037241742,20.240782223951896,CZFB,TCYK,OIXK,0
WZK,49.62097224317296,-44.411442198495656,XAT,4.688881596407095,-2.148434454635698,BWA,SVZ,CYL,1
UOD,50.48240202962935,-58.403102716302115,EKT,5.20898986113131,-6.468937563687259,YNZ,PBH,TWF,1
BIPF,-0.2806049183022004,1.856994854906064,YJCV,0.35670570288322834,2.1578091175919827,CZFB,TCYK,LQNP,0
BIPF,0.6580527037691939,13.39080829277345,YJCV,-0.46565633923043476,5.420411067277876,CZFB,MLTK,LQNP,0
WZK,50.1128709360889,-44.88170740781435,XAT,5.300345507835563,-5.1191559263220565,ETX,PBH,TWF,1
KYG,49.87719787444985,-31.228594013052565,DVR,4.6596028724461425,-10.994413596744474,ETX,QRH,UUF,1
QKK,50.27856382101403,-64.03511592120934,YEX,4.537907210778548,-29.575738719533398,YST,RRH,CFE,1
WZK,50.078274340392376,-43.767360114879736,XAT,4.932147292921097,-26.80372205332397,YNZ,QRH,TWF,1
RQQQ,0.03869690673977319,1.2125013370230293,YJCV,-0.48922056785761636,5.6927477150834385,WDXB,MLTK,LQNP,0
BIPF,0.30114524900368395,-20.330255392393415,YJCV,0.2527390126950649,3.34426696932046,WDXB,MLTK,LQNP,0
UOD,49.734388719684056,-47.23929840431923,EKT,5.210433009929482,-18.72253039431011,ETX,PBH,TWF,1
BIPF,-0.6192043460500489,11.804070645472187,YJCV,-0.03552135860699702,8.75150955609046,CZFB,TCYK,OIXK,0
BIPF,0.2889488447544261,8.582411191998037,QNGA,-0.36256242170102615,15.081656474219544,CZFB,MLTK,OIXK,0
WZK,49.84528807294723,-44.08900089930657,DVR,5.115970464637239,-24.253551857828874,YNZ,SVZ,CYL,1
PCI,50.065740027690325,-50.15479242978037,YEX,4.858519052625983,-15.148936201967778,XAB,HZP,KFB,1
BIPF,0.021660344909592965,-1.930041639392178,QNGA,-0.011974936357838143,-5.325380477390189,CZFB,MLTK,LQNP,0
WZK,50.23031817125554,-59.787388228607725,XAT,5.228091120871163,-15.542566155111874,ETX,SVZ,CYL,1
RQQQ,0.23825643090326443,3.319192549811196,QNGA,0.11510886410449137,21.539341953833073,CZFB,TCYK,LQNP,0
KYG,50.153336413612124,-56.91433476719125,XAT,5.163106810721977,-17.121937665105673,YNZ,SVZ,CYL,1
BIPF,-0.27003510951759546,6.936979074505407,QNGA,-0.026915392377366617,10.631927156388292,CZFB,TCYK,LQNP,0
RQQQ,-0.352028492353516,1.8450504471565154,QNGA,-0.17931956653095502,4.297848890800312,WDXB,TCYK,OIXK,0
RQQQ,0.06913882808110804,15.171526101105691,QNGA,-0.24510464568673707,5.518745294036137,CZFB,MLTK,OIXK,0
RQQQ,-0.48701565609772024,11.047738629810897,QNGA,0.10940728158163185,-8.13194624446047,WDXB,MLTK,LQNP,0
RQQQ,-0.008403150043629341,4.748268328003562,QNGA,0.25434508541210316,21.86854576652408,CZFB,TCYK,OIXK,0
RQQQ,0.13921264486377885,-4.333518331838006,YJCV,0.15643071817452478,26.119653692876376,WDXB,TCYK,LQNP,0
BIPF,0.07303650301804805,-4.133971059413826,YJCV,0.2006413307880778,-9.882263042672763,CZFB,TCYK,OIXK,0
PCI,49.94414849122971,-56.174773677129174,MLR,5.469708631693505,-15.753663805718011,XBF,RRH,EAM,1
UOD,49.95142753520403,-54.459855016893016,DVR,5.310364058722439,-7.890834313868067,ETX,QRH,TWF,1
KYG,49.75578709096279,-58.13807898615114,DVR,4.97095707511985,-26.374981231213297,BWA,QRH,TWF,1
KYG,50.49990395023019,-47.442239571104594,XAT,4.796706579887301,-16.88862626494394,YNZ,QRH,UUF,1
BIPF,0.0057811148966477365,-6.81738532688059,QNGA,-0.3472403632162454,2.3714772696512867,WDXB,MLTK,LQNP,0
BIPF,-0.4533558302631104,13.308397827316362,YJCV,-0.1015912849098696,12.428756563854197,WDXB,TCYK,OIXK,0
QKK,49.60134922795897,-47.76671856895147,MDX,5.145917190998168,-3.0466667954310047,XBF,RRH,KFB,1
WZK,50.096317615674565,-40.706547229501325,DVR,4.97668822617308,-18.63522739340264,YNZ,QRH,UUF,1
QKK,49.83237282322602,-65.83503540157959,MDX,4.558549757548177,-7.979660192733963,XBF,RRH,KFB,1
KYG,49.966377447949505,-18.50549742732603,DVR,5.376981363275483,-35.620190366495535,BWA,QRH,CYL,1
RQQQ,0.0488674063227689,16.62169014434798,YJCV,0.050687565367300985,-3.3767513102352718,WDXB,TCYK,LQNP,0
KYG,49.88992406632496,-38.18103084659063,DVR,5.175249143097867,-3.091741328769288,BWA,PBH,UUF,1
KYG,50.33361656740276,-37.57728394742669,EKT,5.216050393039417,-15.318022104363983,ETX,QRH,TWF,1
PCI,50.28828768533535,-56.24070315101832,MLR,5.25655940845764,-2.3620005104708426,XAB,HZP,KFB,1
RQQQ,-0.17256981732633173,3.5554567105926793,QNGA,-0.046911374706492134,-6.569178413960372,WDXB,TCYK,OIXK,0
QKK,50.35366776785794,-44.89085891864994,MLR,5.224906393508662,-20.96582539166316,YST,HZP,CFE,1
RQQQ,-0.18233078566460653,-9.430209594795384,QNGA,0.29498186774969126,0.8933462942736303,WDXB,TCYK,OIXK,0
RQQQ,0.39668325493524587,-1.2572783866380126,YJCV,-0.15518202751182086,-2.846417484682293,CZFB,MLTK,LQNP,0
BIPF,0.09928180291310791,0.9501247292174251,YJCV,0.6346934083333504,9.341282078391034,WDXB,TCYK,LQNP,0
RQQQ,0.31353882908459846,5.150655766128494,YJCV,-0.07725144612704245,9.17979190535746,CZFB,TCYK,LQNP,0
WZK,49.98206578822149,-67.02015503564073,DVR,4.986337054314008,-24.852268971198455,BWA,SVZ,CYL,1
BIPF,-0.16902108751052036,-1.0966498824299733,YJCV,0.32217772408798045,-11.507203232808648,WDXB,MLTK,LQNP,0
UOD,50.09347751370961,-34.40960286855227,DVR,4.689386316034015,-16.130141602349184,ETX,QRH,CYL,1
RQQQ,0.03817768437559626,11.892121953757112,YJCV,0.02011203259429067,-9.950527851733488,WDXB,MLTK,LQNP,0
RQQQ,0.3522369844209451,8.208149375453806,QNGA,-0.17870657030481732,-2.9085488973366735,CZFB,MLTK,OIXK,0
RQQQ,-0.11587285413655041,9.351931084314597,QNGA,-0.15502855164348836,-13.829893705470228,WDXB,TCYK,LQNP,0
BIPF,0.190908342017233,-1.3869549662563718,QNGA,0.3734820162947477,-7.121955277250654,CZFB,TCYK,LQNP,0
WZK,50.047473039062176,-72.39138879956661,XAT,5.264878223971355,-14.329801658028893,YNZ,SVZ,CYL,1
KYG,50.05927895868706,-51.05391607296178,EKT,5.352392238175192,-33.34971682076118,YNZ,QRH,TWF,1
UOD,49.67563427006652,-60.40498646050137,XAT,4.883332595064062,-18.59751339375156,BWA,PBH,UUF,1
BIPF,-0.5052790906542663,8.353550368080567,YJCV,0.14490763089937309,-11.614158018143325,WDXB,TCYK,LQNP,0
UOD,50.04806860105326,-46.95066008463146,XAT,5.12705879436538,-30.622378286590997,ETX,SVZ,TWF,1
UOD,49.90582080865388,-37.46075337498395,EKT,5.2556378172796165,-25.085416495951772,BWA,SVZ,TWF,1
KYG,49.772027710116,-52.402009138107275,EKT,4.848228759864611,-15.058471366222715,ETX,PBH,TWF,1
PCI,49.85751149807481,-54.469971092136255,MDX,4.952489762948859,-5.506478350229065,XBF,OOR,EAM,1
RQQQ,-0.29292102515840934,-35.060070840881984,YJCV,-0.4689925627299959,3.554702854847729,WDXB,MLTK,LQNP,0
WZK,49.92859518596067,-63.84783554427979,DVR,5.214248292713215,-18.70126101961116,ETX,PBH,CYL,1
RQQQ,-0.049688219594925094,-17.004899646228136,YJCV,-0.1296053494481412,1.6632566697213726,CZFB,MLTK,OIXK,0
UOD,50.02223435183867,-47.75060112265153,XAT,4.767256634887299,-24.217040122472895,ETX,SVZ,TWF,1
BIPF,0.4473875096432481,-5.623798808434481,QNGA,-0.2536374625453054,10.50919146052362,CZFB,MLTK,OIXK,0
RQQQ,-0.15271585459358852,6.518029830189365,YJCV,-0.19723499052006518,-0.4323823571622751,WDXB,TCYK,OIXK,0
BIPF,0.35769247325935793,-3.989911018071882,YJCV,0.5326320076528145,1.9051182965746636,WDXB,MLTK,OIXK,0
WZK,50.17307365757103,-60.54752430812651,DVR,4.709588013316494,-18.747428742512902,ETX,SVZ,TWF,1
OMX,49.35799088421149,-46.85997184855406,MLR,5.264381496654266,-26.159922038232715,YST,HZP,EAM,1
RQQQ,-0.7979014923064692,-7.954086140333768,YJCV,-0.37435278932617505,4.19584687677215,WDXB,MLTK,LQNP,0
WZK,50.18425312962546,-59.29765084115541,DVR,4.965997129319992,-40.35492080265175,ETX,SVZ,CYL,1
BIPF,-0.13658669147399713,-10.085729179179097,YJCV,-0.021756981463329175,13.353593668019041,WDXB,MLTK,OIXK,0
OMX,50.429725601532475,-49.38616569783179,YEX,4.761108109596703,-12.434468378672946,YST,OOR,EAM,1
OMX,49.86219532143152,-47.79517791231191,MDX,4.79829887542479,-33.96756673427485,YST,OOR,KFB,1
BIPF,-0.3178762532411731,-14.486144523472785,QNGA,-0.05492093625056003,0.04366483905992694,CZFB,TCYK,LQNP,0
UOD,50.501970512084426,-59.914314731818955,XAT,4.998360369914426,-23.84940939322031,YNZ,PBH,CYL,1
PCI,49.94395918261038,-64.639704052729,MLR,4.706577786245254,-15.030592937832488,YST,HZP,KFB,1
